クレイジドライブ,uuiioeiu
クレシェンド,uuieno
クレッシェンド,uuuieno
クレパス,uuau
クレヨン,ueon
クロジョアイズクロジョアイズ,uoioaiuuoioaiu
クロス,uou
クロスロド,uouoo
クロズ,uou
クロゼット,uoeuo
クロッカス,uouau
クロバ,uoa
クロマティ,uoaei
クロムバンパ,uouana
クワガタ,uaaa
クンクン,unun
グ,u
グイグイイク,uiuiiu
グウ,uu
グエ,ue
ググって,uue
ググルマップ,uuaauu
グシバ,uia
グジャグジャ,uiauia
グズグズ,uuuu
グチ,ui
グチグチ,uiui
グチャグチャ,uiauia
グッと,uo
グッキ,uui
グッズ,uu
グット,uuo
グッド,uo
グッドミュジック,uuoiuiuu
グッドモニング,uuooinu
グッドラック,uuoeuu
グッバイ,uuai
グッバイバイ,uuaiai
グツグツ,uuuu
グニャグニャ,uiauia
グビ,ui
グビオレ,uiou
グビダダダ,uiaaa
グビミルク,uiiau
グラ,ue
グライド,ueio
グライム,ueiu
グラウンド,uauno
グラグラ,uaua
グラサン,uean
グラシアス,ueiau
グラス,uau
グラッと,ueuo
グラッチェ,ueuie
グラッツェグラシャスダンケシェン,ueuueueiauaneien
グラップラ,ueuue
グラデション,ueeion
グラビア,ueia
グラフ,uau
グラフィティ,ueuiei
グラマ,uea
グラマラス,ueaeu
グランウンド,uenuno
グランド,uano
グランプリ,uanui
グリン,uon
グルっと,uao
グルグル,uuuu
グルグルメリゴランド,uauaeooeno
グルッと,uuo
グルビン,uain
グルビング,uainu
グルピ,uai
グルメ,uue
グルヴ,uau
グルヴィン,uauin
グレ,uu
グレた,uua
グレる,uuu
グレイトヒッ,uuioiu
グレゴリ,uuoo
グレド,uuo
グロス,uou
グロッキ,uoui
グロテスクな,uoeuua
グロバル,uoaa
グロリ,uoo
グヮン,uan
グワン,uan
グンと,uno
グンナイ,unai
ケ,e
ケア,ea
ケイコ,eio
ケイタイ,eiai
ケガ,ea
ケキ,ei
ケジメ,eie
ケス,eu
ケズ,eu
ケセラセラ,eeeee
ケタ,ea
ケタイ,eai
ケタイピコピコ,eaiioio
ケチ,ei
ケッコウダメモト,euouaeoo
ケット,euo
ケツ,eu
ケツの穴,euo
ケツデカイ,eueai
ケツメ,eue
ケツメイシ,eueii
ケド,eo
ケミカル,eiau
ケモノ,eoo
ケラケラ,eeee
ケリ,eo
ケリケリケリ,eoeoeo
ケン,en
ケンカ,ena
ケンタ,ena
ゲキ,ei
ゲジ,ei
ゲスト,euo
ゲセン,een
ゲット,eo
ゲップ,eu
ゲト,eo
ゲム,eu
ゲムアニメ,euaie
ゲムオタク,euoau
ゲムオバ,euoa
ゲムセット,eueuo
ゲムソフト,euouo
ゲラ,ee
ゲラゲラ,eeee
ゲリラ,eia
ゲレンデ,eene
ゲロ,eo
ゲンジツ,eniu
コ,o
コア,oa
コイツ,oiu
コイツァ,oiua
コイン,oin
コインロッカ,oinoua
コウモリ,ouoi
コギャル,oiaa
コク,ou
コケ,oe
コケて,oee
ココ,oo
ココで,ooe
ココア,ooa
ココナッツ,ooauu
ココロ,ooo
コシバ,oia
コジャレ,oiau
コス,ou
コスタ,oua
コスチュム,ouiuu
コスッタ,ouua
コスメ,oue
コスモ,ouo
コスモス,ouou
コスリタン,ouoan
コスレス,ouuu
コズィズィズィズィコズィズィズィズィコズィズィズィズィ,ouiuiuiuiouiuiuiuiouiuiuiui
コソ,oo
コゾワデビライ,ooaeiei
コタエサガシ,oaeaai
コタツ,oau
コダマ,oaa
コック,ou
コッコ,ouo
コツ,ou
コツコツ,ouou
コテン,oen
コデ,oe
コディネト,oeieo
コト,oo
コトトレンチタイツオレンジ,ooouniaiuouni
コトバ,ooa
コトモナキ,oooai
コドナンバ,ooana
コドネム,ooeu
コドモ,ooo
コナ,oa
コナスロインファストアウト,oauoinuauoauo
コナヘブッチ,oaeuui
コネ,oe
コネクション,oeuion
コネクト,oeuo
コノ,oo
コハダ,oaa
コバトン,oaon
コバルトブル,oaaoua
コバルトブルキラキラ,oaaouaieie
コヒ,oi
コヒカップ,oiauu
コヒガチャガチャ,oiaiaaia
コヒブラック,oiueuu
コヒモカマタリ,oioaaao
コヒラップ,oieuu
コヒルンバ,oiana
コビ,oi
コピ,oi
コブシ,oui
コプンカップトュリマカシ,ounauuouoaai
コマ,oa
コミ,oi
コミュニケ,oiuie
コメ,oe
コメダ,oea
コメツキバッタハンタ,oeuiauaana
コメディ,oeei
コメディアン,oeeian
コメント,oeno
コモレビ,ooui
コラ,oe
コラス,oeu
コラボ,oeo
コラボレション,oeouion
コリア,ooa
コリゴリ,oooo
コル,oa
コルタル,oaaa
コルベット,oaeuo
コレ,ou
コレコレ,ouou
コレパリコレ,ouaoou
コロコロ,oooo
コロンブス,oonuu
コワ,oa
コワイ,oai
コワッパ,oaua
コワレ,oau
コワレコトバ,oauooa
コンガ,ona
コンクリト,onuoo
コンクリトジャングル,onuooianua
コングラッチュレイショングラッチュレイショングラッチュレイション,onueuiuuiionueuiuuiionueuiuuiion
コンジキ,onii
コンスタイリ,onuaio
コンセント,oneno
コンタクト,onauo
コンダクタ,onaua
コンチ,oni
コンチワ,onia
コンティニュ,oneiiu
コンテナ,onea
コンディション,oneiion
コントラスト,onoeuo
コントロル,onooa
コンニチハ,oniia
コンニチワ,oniia
コンバティブル,onaeiua
コンパ,ona
コンパクト,onauo
コンパス,onau
コンビ,oni
コンビニ,onii
コンピュタ,oniua
コンピレション,oniuion
コンファラミノマン,onuaeioan
コンフォトスムス,onuoouuu
コンブ,onu
コンプレックス,onuuuuu
コンベア,onea
コンポ,ono
コンマ,ona
ゴ,o
ゴキゲン,oien
ゴクゴク,ouou
ゴクミ,oui
ゴクン,oun
ゴグル,oua
ゴコロ,ooo
ゴゴゴ,ooo
ゴサイン,oain
ゴシゴシ,oioi
ゴシップ,oiu
ゴジャス,oiau
ゴストライタ,ouoeia
ゴタク,oau
ゴタゴタ,oaoa
ゴッソリ,ouoo
ゴツ,ou
ゴハン,oan
ゴミ,oi
ゴミ箱,oiao
ゴム,ou
ゴメン,oen
ゴメンな,oena
ゴメンナサイ,oenaai
ゴメンナサイネ,oenaaie
ゴヤチャンプル,oaianua
ゴリ,oo
ゴリゴリ,oooo
ゴリラ,oia
ゴル,oa
ゴルイン,oain
ゴルゴ,oao
ゴルデンウィク,oaenuiu
ゴルド,oao
ゴルドカド,oaoao
ゴルドスタ,oaoua
ゴルネット,oaeuo
ゴルフ,ouu
ゴルライン,oaein
ゴロゴロ,oooo
ゴロツキ,ooui
ゴング,onu
サ,a
サイ,ai
サイエンス,aienu
サイクリング,aiuinu
サイクル,aiuu
サイケデリック,aie
サイコ,aio
サイコロ,aioo
サイズ,aiu
サイダ,aia
サイテサイテ,aieaie
サイド,aio
サイドシト,aioio
サイドビチ,aioii
サイドブレキ,aiouui
サイドミラ,aioie
サイナラ,aiae
サイフ,aiu
サイボグ,aiou
サイレン,aien
サイレンサ,aiuna
サイレント,aiuno
サイン,ain
サインプレ,ainuu
サウザンアイランド,auanaieno
サウナ,aua
サウンド,auno
サウンドスピド,aunouio
サカイ,aai
サカス,aau
サカステント,aaueno
サカリ,aao
サガ,aa
サキット,aiuo
サクセス,aueu
サクラ,aua
サクライロ,aueio
サクランボ,auano
サクル,aua
サクルオブライフイズグルヴ,auaoueiuiuuau
サシ,ai
サジ,ai
サタデナイト,aaeaio
サタデナイトフィバ,aaeaiouia
サダメ,aae
サチライト,aieio
サッカ,aua
サッサッ,auau
サッチ,aui
サッパリ,aai
サツ,au
サティ,aei
サテライト,aeaio
サディスティック,aeiueiuu
サド,ao
サナガラシナガラ,aaaeiaae
サハラ,aaa
サバ,aa
サバイバ,aaia
サバイバル,aaiau
サバイバルゲム,aaiaaeu
サバイバルレス,aaiaauu
サバイブ,aaiu
サバカ,aaa
サバクノマンナカアイタイ,aauoanaaaiai
サバンナ,aana
サパクラブ,aaueu
サビ,ai
サビス,aiu
サフ,au
サファイア,auaia
サファイヤ,auaia
サフィン,auin
サブリミナル,auoiaa
サプライズ,aueiu
サプリ,auo
サボって,aoe
サボり,aoi
サボる,aou
サボれ,aoe
サボテン,aoen
サポ,ao
サポト,aoo
サマ,aa
サマサマ,aaaa
サマサマラバラバサマラバ,aaaaeaeaaaea
サマタイプ,aaaiu
サマタイム,aaaiu
サマデイズ,aaeiu
サマバケションウオタプルフファンデション,aaaeionuoauauuaneion
サマラバ,aaea
サマロマンス,aaoanu
サムライ,auei
サヨウナラ,aouaa
サヨナラ,aoaa
サヨナラマタイツカ,auaeaaiua
サラサラ,aaaa
サラダ,aaa
サラダボル,aeaoa
サラバ,aea
サラピン,aein
サラブレット,aeuuuo
サラブレッド,aeuuuo
サラリと,aaio
サラリマン,aeoan
サランヘヨ,aeneu
サル,au
サルサフレイバ,aaauuia
サロン,aon
サン,an
サンオイル,anoia
サンキュ,aniu
サンクチュアリ,anuiuao
サンクチュアル,anuiuaa
サングラス,anuau
サンゴ,ano
サンサン,anan
サンシャイン,aniain
サンシャインデイ,aniainei
サンシャインビチ,aniainii
サンセット,aneo
サンタ,ana
サンダル,anau
サンデ,ane
サンデモニング,aneoinu
サンド,ano
サンドイッチ,anoii
サンドウィッチ,anouiui
サンバ,ana
サンバディヘルプミ,anaeieaui
サンビスタ,aniua
サンプ,anu
サンプリング,anuonu
サンライズ,aneiu
サヴァイヴ,auaiu
サヴァイヴァル,auaiuaa
ザ,a
ザイオン,aion
ザガゾ,aao
ザマ,aa
ザマジカルスピカ,aaiaauia
ザラ,ae
ザリガニ,aiai
ザル,au
ザワ,aa
ザワザワ,aaaa
ザワルド,aaao
ザンゲ,ane
シ,i
シアタ,iaa
シアワセ,iaae
シイン,iin
シェイク,ieiu
シェイシェイ,ieiiei
シェイシェイカムサハムニダ,ieiieiauaauia
シェデットクリム,ieeuouou
シェフ,ieu
シェルタ,ieua
シカト,iao
シガ,ia
シクエンス,iuenu
シクシク,iuiu
シクタノカステイマキリャソロイロイデルアショウ,iuaoaueiaioaooioieaaiou
シクレット,iuuuo
シグナル,iuau
シケ,ie
シケモク,ieou
シコリ,ioo
シサイド,iaio
シシ,ii
システム,iueu
シズン,iun
シソ,io
シソゲム,ioeu
シタ,ia
シチュ,iiu
シチュエイション,iiueiion
シチュエション,iiueion
シッコ,iuo
シツ,iu
シテル,iea
シト,io
シトベルト,ioeao
シドナンシ,ioani
シドレ,iou
シナイ,iai
シナリオ,iaio
シネマ,iea
シノギ,ioi
シバ,ia
シビア,iia
シビレ,iiu
シフト,iuo
シベリア,ieia
シマ,ia
シマウマ,iaua
シミ,ii
シメ,ie
シャイ,iai
シャイだ,iaia
シャイで,iaie
シャイな,iaia
シャイに,iaii
シャイニ,iaii
シャイン,iain
シャウト,iauo
シャウトインフォメション,iauoinuoeion
シャウトセレナデ,iauoeuae
シャカシャカ,iaaiaa
シャカリキバイブレション,iaaoiaiuuion
シャガル,iaaa
シャキッ,iaiu
シャク,iau
シャクシャクスウィト,iauiauuuio
シャシャ,iaia
シャチホコ,iaioo
シャッタ,iaa
シャットアウト,iaoauo
シャッフル,iauua
シャツ,iau
シャナナ,iaaa
シャナナナナナナナナナナ,iaaaaaaaaaaa
シャネル,iaea
シャバダバ,iaaaa
シャバダバダ,iaaaaa
シャベリ,iaeo
シャベル,iaeu
シャボン,iaon
シャボン玉,iaonaa
シャラシャラランラ,iaeiaeene
シャララ,iaee
シャランラン,iaenen
シャルデ,iaae
シャレ,iau
シャレオツ,iauou
シャワ,iaa
シャワナビゲション,iaaaieion
シャン,ian
シャンと,iano
シャンシャン,ianian
シャンデリア,ianeoa
シャンドンヘネシ,ianoneei
シャンパン,ianan
シャンパンゴルドハジケ,iananoaoaie
シャンパンヘネシ,iananeei
シャンプ,ianu
シャンペン,ianen
シュインシュイン,iuiniuin
シュガ,iua
シュクリム,iuuou
シュシュ,iuiu
シュズ,iuu
シュッ,iuu
シュックラントダラバ,iuuuenoaea
シュティング,iueinu
シュト,iuo
シュノケルバベキュ,iuoeaaeiu
シュル,iua
シュレッダ,iuuua
ショ,io
ショア,ioa
ショウ,iou
ショウィンドウ,iouinou
ショウケス,ioueu
ショケス,ioeu
ショタイム,ioaiu
ショック,iou
ショット,ioo
ショットガン,iouoan
ショッピング,ioinu
ショッピングモル,iouinuoa
ショップ,iou
ショトカット,iooauo
ショトロングボディボド,iooonuoeioo
ショパン,ioan
ショボ,ioo
ション,ion
ションボリ,ionoi
シラ,ie
シラズ,ieu
シラフ,ieu
シリア,iia
シリアス,iiau
シリアル,ioaa
シリウス,iouu
シリズ,iou
シルエット,iueo
シルク,iau
シルクロド,iauoo
シルバ,iaa
シロ,io
シワ,ia
シワ寄せ,iaoe
シン,in
シンと,ino
シンガ,ina
シンクロ,inuo
シンクロニシティ,inuoiiei
シングル,inuu
シンジラレナイ,inieuai
シンデレラ,ineea
シンデレラゲム,ineueeu
シンドバット,inoauo
シンドロム,inoou
シンフォニ,inuoi
シンプル,inuu
シンプルだ,inuua
シンプルで,inuue
シンプルに,inuui
ジィ,ii
ジェスチャ,ieuia
ジェット,ieuo
ジェットコスタ,ieuooua
ジェット機,ieoi
ジェネレション,ieeuion
ジェムスボンド,ieuuono
ジェラシ,ieei
ジェラス,ieeu
ジェラスジェラス,ieeuieeu
ジェン,ien
ジェントルマン,ienoaan
ジェントルメン,ienoaen
ジオラマ,ioea
ジグザグ,iuau
ジグザグな,iuaua
ジグザグに,iuaui
ジグソパズル,iuoaua
ジザス,iau
ジザスクライスト,iauueiuo
ジジィ,iii
ジジィババァ,iiiaaa
ジジイ,iii
ジゼル,iea
ジタバタ,iaaa
ジッと,io
ジトジト,ioio
ジナル,iaa
ジパン,ian
ジパング,ianu
ジブリ,iuo
ジプシ,iui
ジム,iu
ジメジメ,ieie
ジモ,io
ジャカジャカ,iaaiaa
ジャガイモ,iaaio
ジャケット,iaeo
ジャジ,iai
ジャジャ,iaia
ジャスミン,iauin
ジャズ,iau
ジャズィズィズィズィジャズィズィズィズィジャズィズィズィズィ,iauiuiuiuiiauiuiuiuiiauiuiuiui
ジャッキ,iai
ジャック,iau
ジャッジ,iai
ジャパニズサラリマン,iaaiuaeoan
ジャパレゲ,iaaue
ジャパン,iaan
ジャマ,iaa
ジャマイカ,iaaia
ジャミ,iai
ジャミング,iainu
ジャム,iau
ジャラ,iaa
ジャン,ian
ジャンク,ianu
ジャンクフド,ianuuo
ジャンケン,ianen
ジャンジャン,ianian
ジャンパ,iana
ジャンピン,ianin
ジャンピンナウジャンピンナウ,ianinauianinau
ジャンプ,ianu
ジャンボ,iano
ジャンル,ianu
ジャンルレスリグ,ianauuou
ジュ,iu
ジュウ,iuu
ジュウタン,iuuan
ジュエリ,iueo
ジュエル,iuea
ジュクボックス,iuuouuu
ジュシ,iui
ジュシフルツ,iuiuau
ジュス,iuu
ジュセリノ,iueoo
ジュタン,iuan
ジュラ,iue
ジュリエット,iuoeuo
ジュンジュン,iuniun
ジュンブライド,iunueio
ジョウシキ,iouii
ジョク,iou
ジョグリンコンクリト,iouononuoo
ジョダン,ioan
ジョッキ,ioui
ジョニ,ioi
ジョン,ion
ジラ,ie
ジリジリ,iiii
ジレンマ,iena
ジロ,io
ジロジロ,ioio
ジワジワ,iaia
ジングル,inua
ジンジャエル,iniaea
ジンジン,inin
ジンズ,inu
ジンマシンバビロン,inainaion
ス,u
スィツジャンクフド,uiuianuuo
スイッチ,uii
スイッチゲト,uiuieo
スイッチポン,uiuion
スイツ,uiu
スイマセン,uiaen
スイング,uinu
スゥ,uu
スウィッチ,uuiui
スウィテストタブ,uuieuoau
スウィング,uuinu
スウィングドゥビドゥビドゥ,uuinuouiouiou
スウェット,uueuo
スウェル,uuea
スエン,uen
スカ,ua
スカっと,uao
スカイ,uai
スカイツリ,uaiuo
スカイブル,uaiua
スカシ,uai
スカタン,uaan
スカッと,uauo
スカト,uao
スカフ,uau
スカンク,uanu
スカンピン,uanin
スガタ,uaa
スキ,ui
スキッ,uiu
スキップ,uiu
スキャンダル,uianau
スキャンティ,uianei
スキル,uiu
スキン,uin
スキンシップ,uiniuu
スギ,ui
スクエア,uuea
スクスク,uuuu
スクラップヘ,uueuue
スクランブル,uuanuu
スクリム,uuou
スクリン,uuon
スクル,uua
スグ,uu
スグレ,uuu
スケジュル,ueiua
スケスケ,ueue
スケッチ,uei
スケベ,uee
スケベだったら,ueeaaa
スケベな,ueea
スケル,uea
スゲ,ue
スゲイイ,ueii
スゲェ,uee
スゲェヤベェ,ueeaee
スゲエ,uee
スコプ,uou
スコル,uoa
スゴイ,uoi
スゴロク,uoou
スジ,ui
スス,uu
スソ,uo
スタ,ua
スタイル,uaiu
スタイルフロ,uaiauo
スタジアム,uaiau
スタジオ,uaio
スタスタ,uaua
スタッフ,uau
スタト,uao
スタトダッシュ,uaoauiu
スタトライン,uaoein
スタバ,uaa
スタミナ,uaia
スタン,uan
スタンガン,uanan
スタンス,uanu
スタンダド,uanao
スタンディングオベション,uaneinuoeion
スタンド,uano
スタンバ,uana
スタンバイ,uanai
スタンプ,uanu
スッチ,uui
スッピン,uuin
スッポンポン,uuonon
スツ,uu
ステ,ue
ステア,uea
スティル,ueia
ステイタス,ueiau
ステイチュン,ueiiun
ステキな,ueia
ステション,ueion
ステジ,uei
ステジショ,ueiio
ステジプラス,ueiueu
ステジヘ,ueie
ステジライト,ueieio
ステタス,ueau
ステッカ,uea
ステップ,ueu
ステレオ,ueeo
ステレオタイプ,ueuoaiu
ステンドグラス,uenoueu
スト,uo
ストイック,uoiu
ストップ,uou
ストブ,uou
ストマックレバボディ,uoauuuaoei
ストライキ,uoaii
ストライク,uoaiu
ストライプ,uoeiu
ストラップ,uoau
ストリ,uoo
ストリップ,uoouu
ストリト,uooo
ストリム,uoou
ストリングス,uoonuu
ストル,uoa
ストレス,uoeu
ストレト,uouo
ストロ,uoo
ストロボ,uooo
スナイパ,uaia
スナオ,uao
スナック,uau
スニカ,uia
スヌピ,uui
スネ,ue
スネア,uea
スネク,ueu
スノグロブ,uouou
スノマジックファンタジ,uoaiuuuanai
スノランド,uoeno
スハ,ua
スパ,ua
スパイシ,uaii
スパイス,uaiu
スパイダ,uaia
スパイラル,uaiea
スパカ,uaa
スパク,uau
スパゲッティ,uaeuei
スパゲティ,uaeei
スパスィヴァメルシボク,uauiuaeaiou
スパスタ,uaua
スパタイム,uaaiu
スパヒロ,uaio
スパボル,uaoa
スパマケット,uaaeuo
スパマケットカト,uaaeuoao
スパマン,uaan
スパン,uan
スピカ,uia
スピカボリュムガンガン,uiaoouuanan
スピチ,uii
スピド,uio
スピドレス,uiouu
スピリッツ,uiouu
スピリット,uiouo
スピロヘタ,uioea
スピン,uin
スプ,uu
スプラウト,uueuo
スプリング,uuinu
スプレカバン,uuuaan
スプン,uun
スベ,ue
スペア,uea
スペイン,uein
スペクタクル,ueuaua
スペシャル,ueiau
スペシャルな,ueiaua
スペシャルデ,ueiaae
スペシャルデスペシャルデ,ueiaaeueiaae
スペス,ueu
スペック,ueuu
スポイル,uoia
スポット,uoo
スポツ,uou
スポツマン,uouan
スポティ,uoei
スマイリラ,uaioe
スマイル,uaiu
スマト,uao
スマホ,uao
スマン,uan
スマンスマン,uanuan
スマンホレタ,uanoua
スミ,ui
スミマセン,uiaen
スムズ,uuu
スモキンエヴィデイドクタドレ,uoineuieiouaou
スモク,uou
スモッグ,uou
スヤスヤ,uaua
スライス,uaiu
スライダ,ueia
スライディング,ueieinu
スライド,uaio
スライドショ,ueioio
スラッガ,ueua
スラックス,uauu
スランプ,uanu
スリ,uo
スリッパ,uia
スリデイズ,uoeiu
スリラ,uoe
スリル,uiu
スル,ua
スルザナイト,uaaaio
スルスル,uuuu
スルデ,uae
スレンダ,uuna
スロ,uo
スロイン,uoin
スロインエビ,uoinei
スロガン,uoan
スロダウン,uoaun
スロットルスタト,uouoauao
スロモション,uooion
スロライフ,uoeiu
スヰッチ,uui
ズ,u
ズキズキ,uiui
ズッコケ,uuoe
ズバリ,uai
ズブズブ,uuuu
ズボン,uon
ズムイン,uuin
ズラ,ue
ズル,ua
ズルズル,uuuu
ズレ,uu
ズレた,uua
ズレて,uue
ズンズン,unun
ズンズンズンプロペラブンブンブン,unununuoeeununun
セ,e
セイ,ei
セイイエッ,eiieu
セイハロ,eiao
セオリ,eoo
セオリシナリオ,eooiaoo
セカセカ,eaea
セカンド,eano
セキララ,eiee
セキララハナウタ,eieeaaua
セクシ,eui
セクシボディ,euioei
セクシレディ,euiuei
セクシレディバウンスベイビ,euiueiaunueii
セクハラ,euaa
セタ,ea
セッション,eion
セッションアテンションプリズ,euionaenionuou
セッタ,eua
セッティング,eueinu
セット,eo
セニョリタ,eiooa
セニョルセニョリタ,eioaeiooa
セネガル,eeau
セピア,eia
セフ,eu
セブン,eun
セブンイレブン,euniuun
セミ,ei
セミナ,eia
セメント,eeno
セラピスト,eeiuo
セリフ,eiu
セル,ea
セレクタ,euua
セレブ,euu
セレモニ,eeoi
センコウ,enou
センサ,ena
センス,enu
センセ,ene
センタ,ena
センタキプ,enaiu
センチ,eni
センチメンタルな,enienaua
センテンス,enenu
セント,eno
センパセントラルパク,enaenoeaau
センマイ,enai
ゼ,e
ゼッケン,een
ゼニ,ei
ゼロ,eo
ソ,o
ソイツ,oiu
ソウル,ouu
ソコ,oo
ソコソコ,oooo
ソシャルワカ,oiaaaa
ソセジ,oei
ソダアイス,oaaiu
ソッポ,oo
ソツギョウ,ouiou
ソニ,oi
ソノユビソノムネアイタイヨ,ooiiooueaiaiu
ソバ,oa
ソファ,oua
ソフト,ouo
ソフトに,ouoi
ソプラノバステノルアルト,oueoaueoaaao
ソラシ,oei
ソラシド,oeio
ソラシドレミ,oeioui
ソリ,oi
ソリャソリャ,ooaooa
ソルジャ,oaia
ソルドアウト,oaoauo
ソレ,ou
ソレソレ,ouou
ソレハアナタアナタアナタノココロシダイダカラ,ouaaaaaaaaaaooooiaiaae
ソレヨリ,ouuo
ソロ,oo
ソロソロ,oooo
ソング,onu
ソンソン,onon
ゾ,o
ゾッコン,ouon
ゾナ,oa
ゾネ,oe
ゾロゾロ,oooo
ゾン,on
ゾンビ,oni
タイ,ai
タイアップ,aiauu
タイガ,aia
タイタニック,aiaiuu
タイツ,aiu
タイト,aio
タイトな,aioa
タイトに,aioi
タイトル,aiou
タイトロプ,aioou
タイプ,aiu
タイマ,aia
タイミング,aiinu
タイム,aiu
タイムアタックレスリタイヤ,aiuaauuuuoaia
タイムカド,aiuao
タイムスリップ,aiuuouu
タイムボッカン,aiuouan
タイムラグ,aiueu
タイヤ,aia
タウン,aun
タオル,aou
タカラ,aae
タクシ,aui
タクティクス,aueiuu
タクト,auo
タゲット,aeuo
タコ,ao
タコイズ,aoiu
タコイズブル,aoiuua
タコセン,aoen
タコメタ,aoea
タコ焼き,aoai
タジタジ,aiai
タタキ,aai
タタタラタタ,aaaeaa
タダ,aa
タダナミダナガシナイタヒモ,aaaiaaaiaiaio
タダヒトクミノ,aaiouio
タックル,auu
タッタカタッタッタタッタカッタッタッタ,auaaauauaauaauauaua
タッチ,ai
タップ,auu
タップリ,auuo
タテ,ae
タテジマ,aeia
タテマエ,aeae
タトゥ,aou
タナタナ,aaaa
タヌキ,aui
タヌキツネ,auiue
タノシクイキテマスカソリャイロイロアルデショウ,aoiuiieauaooaioioaaeiou
タバコ,aao
タバコプカプカプカ,aaouauaua
タフ,au
タフだ,aua
タフで,aue
タフな,aua
タフに,aui
タフビト,auio
タブ,au
タブバップ,auauu
タブレット,auuuo
タベ,ae
タボ,ao
タマ,aa
タマシイレボリュション,aaiiuoouion
タマモノ,aaoo
タミナル,aiaa
タミナルパラリラッパ,aiaaaeoeua
タム,au
タメ,ae
タメゴト,aeoo
タモさん,aoan
タラ,aa
タリラ,aoe
タレ,ae
タレント,aeno
タワ,aa
タワヒルズ,aaiau
タン,an
タンカ,ana
タンク,anu
タンクトップビチ,anuouuii
タンゴ,ano
タンス,anu
タンタ,ana
タンテ,ane
タンテブル,aneua
タンテブルミキサ,aneuaiia
タンテボ,aneo
タンパク,anau
タンポ,ano
タンポポ,anoo
タンマ,ana
ダイアモンド,aiaono
ダイアリ,aiao
ダイアル,aiaa
ダイエット,aieo
ダイエットブム,aieuouu
ダイス,aiu
ダイタイ,aiai
ダイナマイト,aiaaio
ダイビング,aiinu
ダイブ,aiu
ダイヤ,aia
ダイヤモンド,aiaono
ダイヤル,aiau
ダイヤルビ,aiaai
ダイレクト,aieuo
ダイレクトな,aieuoa
ダイヴ,aiu
ダウト,auo
ダウン,aun
ダクネス,aueu
ダケ,ae
ダサ,aa
ダサい,aai
ダサく,aau
ダサくて,aaue
ダサイ,aai
ダサッ,aau
ダシ,ai
ダススタ,auua
ダセ,ae
ダセェ,aee
ダチ,ai
ダチンコ,aino
ダッ,au
ダッサイ,auai
ダッシュ,aiu
ダッシュボド,auiuoo
ダッチ,aui
ダッチド,auio
ダッツワゲリンビズィズィズィズィ,auuaeoniuiuiuiui
ダッテヨノナカハホントバカラシイシカナシイ,aueuoaaaonoaaeiiiaaii
ダツ,au
ダティ,aei
ダニ,ai
ダビッ,aiu
ダブら,aua
ダブビジネス,auiieu
ダブル,auu
ダボダボ,aoao
ダミ,ai
ダメ,ae
ダメだ,aea
ダメだった,aeaa
ダメで,aee
ダメでしょ,aeeio
ダメな,aea
ダメならば,aeaaa
ダメに,aei
ダメジ,aei
ダメダメ,aeae
ダメブレキ,aeuui
ダメマジ,aeai
ダラダラ,aaaa
ダラダラワイドショ,aeaeaioio
ダリ,ao
ダリア,aia
ダリン,aon
ダリンポッケ,aonoue
ダル,au
ダルい,aai
ダルビッシュ,aaiuiu
ダルマ,aua
ダレ,au
ダレカレ,auau
ダンク,anu
ダンサ,ana
ダンサフリル,anauoa
ダンシング,aninu
ダンシングドルマジ,aninuoaai
ダンジョン,anion
ダンス,anu
ダンスダンス,anuanu
ダンスホル,anuoa
ダンスホルアンダグランド,anuoaanaueno
ダンスホルナイト,anuoaaio
ダンスホルナンバ,anuoaana
ダンダン,anan
ダンダンダンダンマジ,ananananai
ダンディ,anei
ダンディマイト,aneiaio
ダントツ,anou
ダンニャバドテシェキュレ,aniaaoeieiuu
ダンボル,anoa
チェア,iea
チェイス,ieiu
チェイスチェイス,ieiuieiu
チェキ,iei
チェキラ,ieie
チェケラ,ieee
チェケラッチョ,ieeeuio
チェゲバラガンジマチンルサキング,ieeaeaniainaainu
チェスト,ieuo
チェック,ieu
チェックイン,ieuuin
チェリ,ieo
チェルノブイリ,ieuouii
チェン,ien
チェンジ,ieni
チェンジャ,ienia
チェンジング,ieninu
チカチカ,iaia
チカノスタイル,iaouaia
チカラ,iae
チギ,ii
チク,iu
チクっと,iuo
チクショ,iuio
チクショウ,iuiou
チクタイム,iuaiu
チクタク,iuau
チクタクチクタク,iuauiuau
チクリ,iuo
チグハグ,iuau
チグハグな,iuaua
チケット,ieo
チザズ,iau
チチ,ii
チチクリマンボ,iiuoano
チチョン,iion
チック,iuu
チックタック,iuuauu
チッチキチ,iuiii
チップ,iu
チップス,iuuu
チビッコロボット,iiuooouo
チプ,iu
チホチンロウトウサンカンツイソ,ioinououananuio
チム,iu
チムチムニ,iuiui
チムワク,iuau
チャ,ia
チャイナ,iaia
チャイム,iaiu
チャシュ,iaiu
チャジ,iai
チャチ,iai
チャチャ,iaia
チャチャチャ,iaiaia
チャック,iau
チャッチャッチャッ,iauiauiau
チャト,iao
チャプチャプ,iauiau
チャペル,iaea
チャミング,iainu
チャラ,iae
チャラチャラ,iaeiae
チャリ,iao
チャリン,iaon
チャリンコ,iaono
チャレンジ,iaeni
チャレンジャ,iaunia
チャン,ian
チャンス,ianu
チャンネル,ianeu
チャンバラ,ianaa
チャンピオン,ianion
チャンポン,ianon
